AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,72888
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,72852
58030,OUS - Oregon State University,Specialist 2-Engineer,Other professionals,Full-Time,72828
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72765
58030,OUS - Oregon State University,Administrator 2-Ext CampusMktg,Executive/Admin and managerial,Full-Time,72756
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72720
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72549
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,72480
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72477
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,72420
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,72408
58030,OUS - Oregon State University,Manager 1-F&A Bus Ctr,Executive/Admin and managerial,Full-Time,72324
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,72228
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72207
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,72192
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72189
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,72168
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72156
58030,OUS - Oregon State University,Analyst-Institutional Research,Other professionals,Full-Time,72144
58030,OUS - Oregon State University,Specialist 1-Psychologist,Other professionals,Full-Time,72120
58030,OUS - Oregon State University,Coordinator-Academic Program 2,Other professionals,Full-Time,72120
58030,OUS - Oregon State University,Specialist 2-Paralegal,Other professionals,Full-Time,72120
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72108
58030,OUS - Oregon State University,Administrator 2-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,72096
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,72060
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,72024
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Administrator 2-Stud Intl Prog,Executive/Admin and managerial,Full-Time,72000
58030,OUS - Oregon State University,Officer-Compl 2,Other professionals,Full-Time,72000
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,72000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Officer-Employment,Other professionals,Full-Time,72000
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,72000
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,71928
58030,OUS - Oregon State University,Elevator Mechanic,Classified Staff,Full-Time,71904
58030,OUS - Oregon State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,71904
58030,OUS - Oregon State University,Research Analyst 4,Classified Staff,Full-Time,71904
58030,OUS - Oregon State University,Fiscal Coordinator 2,Classified Staff,Full-Time,71904
58030,OUS - Oregon State University,Elevator Mechanic,Classified Staff,Full-Time,71904
58030,OUS - Oregon State University,Specialist 2-Forestry,Other professionals,Full-Time,71892
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,71784
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,71784
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,71784
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,71613
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,71613
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,71604
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,71604
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,71568
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,71424
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,71364
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,71268
58030,OUS - Oregon State University,Specialist 1-Pharmacist,Other professionals,Full-Time,71253
58030,OUS - Oregon State University,Administrator 3-Dept/Colg Mktg,Executive/Admin and managerial,Full-Time,71208
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,71172
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,71124
58030,OUS - Oregon State University,Administrator 2-Rec Sports,Executive/Admin and managerial,Full-Time,71124
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,71100
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,71082
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,71078
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,71076
58030,OUS - Oregon State University,Assistant Professor (Practice),Faculty,Full-Time,71004
58030,OUS - Oregon State University,Coordinator-Res Program,Other professionals,Full-Time,71004
58030,OUS - Oregon State University,Administrator 3-Operations,Executive/Admin and managerial,Full-Time,70992
58030,OUS - Oregon State University,Specialist 2-Network,Other professionals,Full-Time,70836
58030,OUS - Oregon State University,Senior Instructor II,Faculty,Full-Time,70812
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,70776
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,70764
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70713
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70713
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70704
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70704
58030,OUS - Oregon State University,Coordinator-Licensing,Other professionals,Full-Time,70704
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,70704
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70696
58030,OUS - Oregon State University,Administrator 2-Unit Bus Ops,Executive/Admin and managerial,Full-Time,70692
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,70680
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,70644
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,70572
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70551
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70470
58030,OUS - Oregon State University,Info Technology Consultant,Classified Staff,Full-Time,70380
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,70344
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70290
58030,OUS - Oregon State University,Manager 1-Unit Administrator,Executive/Admin and managerial,Full-Time,70272
58030,OUS - Oregon State University,Officer-Contracts,Other professionals,Full-Time,70188
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70155
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70152
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70152
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70152
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70152
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70152
58030,OUS - Oregon State University,Executive Assistant,Other professionals,Full-Time,70140
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70140
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,70104
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,70056
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70047
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70047
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70047
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,70044
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,70032
58030,OUS - Oregon State University,Manager 1-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,70008
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,70008
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,70008
58030,OUS - Oregon State University,Instructor,Faculty,Full-Time,70008
58030,OUS - Oregon State University,Coordinator-Rev Olym Asst COA,Other professionals,Full-Time,70008
58030,OUS - Oregon State University,Coordinator-Ext Relations,Other professionals,Full-Time,70008
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70002
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70002
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70002
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70002
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,70002
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,69996
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,69972
58030,OUS - Oregon State University,Officer-Compl 2,Other professionals,Full-Time,69900
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,69816
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,69786
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,69750
58030,OUS - Oregon State University,Analyst Programmer,Classified Staff,Full-Time,69696
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,69696
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,69696
58030,OUS - Oregon State University,Research Associate,Faculty,Full-Time,69660
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,69648
58030,OUS - Oregon State University,Consultant-BSG Dev Engineer,Other professionals,Full-Time,69648
58030,OUS - Oregon State University,Faculty Research Assistant,Faculty,Full-Time,69648
58030,OUS - Oregon State University,Administrator 1-Acad Program 1,Executive/Admin and managerial,Full-Time,69648
58030,OUS - Oregon State University,Specialist 2-Const Mgr,Other professionals,Full-Time,69648
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,69648
58030,OUS - Oregon State University,Administrator 2-Student Servs,Executive/Admin and managerial,Full-Time,69648
58030,OUS - Oregon State University,Specialist 2-Mktg & Outreach,Other professionals,Full-Time,69648
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,69540
58030,OUS - Oregon State University,Officer-Equity & Incl,Other professionals,Full-Time,69528
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,69507
58030,OUS - Oregon State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,69432
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,69424
58030,OUS - Oregon State University,Specialist 2-Marine Data Syst,Other professionals,Full-Time,69348
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,69204
58030,OUS - Oregon State University,Senior Instructor I,Faculty,Full-Time,69156
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,69036
58030,OUS - Oregon State University,Specialist 2-Assoc Trainer,Other professionals,Full-Time,69036
58030,OUS - Oregon State University,Specialist 2-Accred & Assess,Other professionals,Full-Time,69024
58030,OUS - Oregon State University,Supervisor-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,69024
